pss_id,feeder_id,site_id,meter_serial,meter_address,sc_no,grid_id,Ipv6,phase,communication_protocol,manufacturer
PSS1_UMESH_ffmradhey_20190913_171031,F1_VAISHALI_ffmradhey_20190913_171120,S3_AVON METERS_hemantuser_20220510_115327,123736,1.23.7.36,123736,31575,2401:4900:4022:fb5f:0000:0000:0000:0002,3-Ph,TCP,EEO

















